1, 384, 3065, 192302, 122600, 1.568532
1, 1152, 9209, 563922, 368360, 1.530899
1, 10240, 81913, 5269024, 3276520, 1.608116
1, 15360, 122873, 8710960, 4914920, 1.772350
1, 40960, 327673, 19778184, 13106920, 1.508988
1, 81920, 655353, 40275562, 26214120, 1.536407
1, 163840, 1310713, 82362482, 52428520, 1.570948
2, 384, 1533, 98276, 61320, 1.602674
2, 1152, 4605, 295196, 184200, 1.602584
2, 10240, 40957, 2634664, 1638280, 1.608189
2, 15360, 61437, 3957724, 2457480, 1.610481
2, 40960, 163837, 10093226, 6553480, 1.540132
2, 81920, 327677, 20149392, 13107080, 1.537291
2, 163840, 655357, 40349736, 26214280, 1.539227
4, 384, 767, 49446, 30680, 1.611669
4, 1152, 2303, 148510, 92120, 1.612136
4, 10240, 20479, 1325146, 819160, 1.617689
4, 15360, 30719, 1880834, 1228760, 1.530676
4, 40960, 81919, 5420138, 3276760, 1.654115
4, 81920, 163839, 10526094, 6553560, 1.606164
4, 163840, 327679, 23645712, 13107160, 1.804030
8, 384, 384, 24862, 15360, 1.618620
8, 1152, 1152, 75488, 46080, 1.638194
8, 10240, 10240, 673952, 409600, 1.645391
8, 15360, 15360, 1128296, 614400, 1.836419
8, 40960, 40960, 2895344, 1638400, 1.767178
8, 81920, 81920, 6433606, 3276800, 1.963381
8, 163840, 163840, 11013712, 6553600, 1.680559
16, 384, 384, 24994, 15360, 1.627214
16, 1152, 1152, 75372, 46080, 1.635677
16, 10240, 10240, 722932, 409600, 1.764971
16, 15360, 15360, 1076012, 614400, 1.751322
16, 40960, 40960, 3808188, 1638400, 2.324333
16, 81920, 81920, 6873870, 3276800, 2.097739
16, 163840, 163840, 26194670, 6553600, 3.996989
32, 384, 384, 23886, 15360, 1.555078
32, 1152, 1152, 70796, 46080, 1.536372
32, 10240, 10240, 1007866, 409600, 2.460610
32, 15360, 15360, 1625252, 614400, 2.645267
32, 40960, 40960, 3484934, 1638400, 2.127035
32, 81920, 81920, 19517120, 3276800, 5.956152
32, 163840, 163840, 39816526, 6553600, 6.075520
64, 384, 384, 25486, 15360, 1.659245
64, 1152, 1152, 77118, 46080, 1.673568
64, 10240, 10240, 1015612, 409600, 2.479521
64, 15360, 15360, 1235576, 614400, 2.011029
64, 40960, 40960, 7468878, 1638400, 4.558641
64, 81920, 81920, 15359744, 3276800, 4.687422
64, 163840, 163840, 40515798, 6553600, 6.182220
128, 384, 384, 23996, 15360, 1.562240
128, 1152, 1152, 126924, 46080, 2.754427
128, 10240, 10240, 1567900, 409600, 3.827881
128, 15360, 15360, 1802508, 614400, 2.933770
128, 40960, 40960, 9291320, 1638400, 5.670972
128, 81920, 81920, 17363670, 3276800, 5.298972
128, 163840, 163840, 39740810, 6553600, 6.063966
256, 384, 384, 25664, 15360, 1.670833
256, 1152, 1152, 165284, 46080, 3.586892
256, 10240, 10240, 1748176, 409600, 4.268008
256, 15360, 15360, 3827210, 614400, 6.229183
256, 40960, 40960, 12060196, 1638400, 7.360959
256, 81920, 81920, 18831626, 3276800, 5.746956
256, 163840, 163840, 46950786, 6553600, 7.164121
512, 384, 384, 69678, 15360, 4.536328
512, 1152, 1152, 145768, 46080, 3.163368
512, 10240, 10240, 2778592, 409600, 6.783672
512, 15360, 15360, 3462344, 614400, 5.635326
512, 40960, 40960, 10596084, 1638400, 6.467336
512, 81920, 81920, 22583860, 3276800, 6.892047
512, 163840, 163840, 42222466, 6553600, 6.442637
1024, 384, 384, 43736, 15360, 2.847396
1024, 1152, 1152, 168600, 46080, 3.658854
1024, 10240, 10240, 2342144, 409600, 5.718125
1024, 15360, 15360, 3623880, 614400, 5.898242
1024, 40960, 40960, 11746912, 1638400, 7.169746
1024, 81920, 81920, 20319190, 3276800, 6.200925
1024, 163840, 163840, 45578074, 6553600, 6.954662
2048, 384, 384, 44072, 15360, 2.869271
2048, 1152, 1152, 176756, 46080, 3.835851
2048, 10240, 10240, 3003974, 409600, 7.333921
2048, 15360, 15360, 4773326, 614400, 7.769085
2048, 40960, 40960, 11584816, 1638400, 7.070811
2048, 81920, 81920, 26189138, 3276800, 7.992291
2048, 163840, 163840, 44715550, 6553600, 6.823051
4096, 384, 384, 55978, 15360, 3.644401
4096, 1152, 1152, 118002, 46080, 2.560807
4096, 10240, 10240, 2608256, 409600, 6.367813
4096, 15360, 15360, 4717992, 614400, 7.679023
4096, 40960, 40960, 11643172, 1638400, 7.106428
4096, 81920, 81920, 27546578, 3276800, 8.406548
4096, 163840, 163840, 59308666, 6553600, 9.049784
8192, 384, 384, 65408, 15360, 4.258333
8192, 1152, 1152, 290308, 46080, 6.300087
8192, 10240, 10240, 2758042, 409600, 6.733501
8192, 15360, 15360, 6269968, 614400, 10.205026
8192, 40960, 40960, 14817920, 1638400, 9.044141
8192, 81920, 81920, 32808088, 3276800, 10.012234
8192, 163840, 163840, 97372560, 6553600, 14.857874
